timestamp;symbol;rd_value;open;high;low;close;volume;signal_barrier
1770205200000;ALCH;0.01618556;0.09897;0.09944;0.09877;0.0989;764419;-1
1770205260000;ALCH;0.01602951;0.09894;0.09908;0.09885;0.0989;31488;-1
1770205320000;ALCH;0.0133778555;0.0989;0.09903;0.09883;0.09898;58863;-1
1770205380000;ALCH;0.01197401;0.09898;0.099;0.09878;0.09896;52211;-1
1770205440000;ALCH;0.039579283;0.09896;0.09944;0.09877;0.0989;318801;1
1770205500000;ALCH;0.009403837;0.0989;0.09911;0.09889;0.09901;89810;-1
1770205560000;ALCH;0.0026198009;0.09901;0.09908;0.09884;0.0989;41380;-1
1770205620000;ALCH;0.032377623;0.0989;0.09923;0.09887;0.09919;9027;1
1770205680000;ALCH;0.07216796;0.09919;0.09933;0.09904;0.09914;19673;1
1770205740000;ALCH;0.033379097;0.09914;0.09915;0.09897;0.09906;12748;-1
1770205800000;ALCH;0.08126834;0.09906;0.09926;0.09903;0.09915;28569;1
1770205860000;ALCH;0.11231595;0.09915;0.09933;0.09915;0.09927;21117;1
1770205920000;ALCH;0.13811173;0.09927;0.0994;0.09919;0.0994;15398;1
1770205980000;ALCH;0.1722881;0.0994;0.09954;0.09936;0.09943;32641;1
1770206040000;ALCH;0.1471087;0.09943;0.0995;0.09929;0.09932;29758;-1
1770206100000;ALCH;0.16510361;0.09932;0.09942;0.09924;0.09937;21391;1
1770206160000;ALCH;0.14434019;0.09937;0.09939;0.09912;0.09929;30722;-1
1770206220000;ALCH;0.111608334;0.09929;0.09943;0.09887;0.09925;161775;-1
1770206280000;ALCH;0.113445304;0.09925;0.09926;0.09913;0.09924;7779;1
1770206340000;ALCH;0.101941556;0.09924;0.09924;0.09914;0.09915;917;-1
1770206400000;ALCH;0.066153795;0.09915;0.09945;0.09911;0.0993;58752;-1
1770206460000;ALCH;0.10241851;0.09935;0.09945;0.09928;0.09941;14338;1
1770206520000;ALCH;0.08810759;0.09941;0.09945;0.09923;0.09928;15865;-1
1770206580000;ALCH;0.027882101;0.09928;0.09935;0.09903;0.09907;63042;-1
1770206640000;ALCH;0.017581176;0.09907;0.09925;0.09906;0.09924;21539;-1
1770206700000;ALCH;0.08983667;0.09924;0.09946;0.09919;0.09946;30797;1
1770206760000;ALCH;0.1306764;0.09946;0.09956;0.09936;0.09945;34210;1
