timestamp;symbol;rd_value;open;high;low;close;volume;signal_barrier
1770722520000;RIVER;-0.009145457;15.672;15.762;15.63;15.692;6895.5;1
1770722580000;RIVER;0.08859501;15.692;15.839;15.661;15.805;14483.7;1
1770722640000;RIVER;0.17225708;15.805;15.865;15.72;15.847;10894.1;1
1770722700000;RIVER;0.6510334;15.847;16.061;15.812;16.001;26893.1;1
1770722760000;RIVER;0.7601282;15.972;16.09;15.972;16.02;8227.3;1
1770722820000;RIVER;0.85959786;16.003;16.194;16.003;16.115;22475;1
1770722880000;RIVER;0.76987004;16.169;16.193;15.978;16.01;15022.5;-1
1770722940000;RIVER;0.7718298;15.992;16.165;15.968;16.154;12697.4;1
1770723000000;RIVER;1.3615245;16.21;16.296;16.134;16.159;12894.9;1
1770723060000;RIVER;1.38328;16.142;16.365;16.142;16.283;17844.8;1
1770723120000;RIVER;1.4231205;16.267;16.332;16.229;16.23;4380;1
1770723180000;RIVER;1.5767405;16.301;16.48;16.293;16.418;17001.7;1
1770723240000;RIVER;1.4987706;16.401;16.406;16.246;16.361;7139.8;-1
1770723300000;RIVER;1.496784;16.385;16.508;16.246;16.305;10373.6;-1
1770723360000;RIVER;1.5515512;16.237;16.567;16.218;16.486;10519.5;1
1770723420000;RIVER;1.7753054;16.512;16.578;16.482;16.485;6777.9;1
1770723480000;RIVER;1.8329551;16.47;16.684;16.47;16.631;20344.3;1
1770723540000;RIVER;1.8334144;16.604;16.621;16.519;16.558;8430.3;1
1770723600000;RIVER;1.7335852;16.582;16.746;16.506;16.556;21581.3;-1
1770723660000;RIVER;1.5430571;16.525;16.566;16.498;16.498;4846.4;-1
1770723720000;RIVER;1.4194847;16.487;16.549;16.422;16.494;12799.2;-1
1770723780000;RIVER;1.2580501;16.441;16.459;16.346;16.391;7753.3;-1
1770723840000;RIVER;1.3646504;16.407;16.486;16.389;16.404;4592.9;1
1770723900000;RIVER;1.3555621;16.504;16.555;16.414;16.414;3607.8;-1
1770723960000;RIVER;1.3976876;16.402;16.557;16.394;16.515;3533;1
1770724020000;RIVER;1.5677972;16.546;16.572;16.465;16.482;5266.8;1
1770724080000;RIVER;1.5788729;16.606;16.717;16.57;16.584;13115.4;1
1770724140000;RIVER;1.3170875;16.521;16.545;16.364;16.458;16256.1;-1
1770724200000;RIVER;1.3294749;16.468;16.522;16.417;16.503;2223.5;1
1770724260000;RIVER;1.4434295;16.511;16.6;16.496;16.594;5520.9;1
1770724320000;RIVER;1.6015338;16.539;16.74;16.539;16.659;14605.3;1
1770724380000;RIVER;1.5770135;16.654;16.685;16.546;16.611;4348.6;-1
1770724440000;RIVER;1.4751818;16.583;16.605;16.519;16.581;2755.1;-1
1770724500000;RIVER;2.0484893;16.598;16.714;16.581;16.666;4247.8;1
1770724560000;RIVER;2.5547607;16.748;17.137;16.7;17.033;54271.6;1
1770724620000;RIVER;2.7365904;17.065;17.099;16.917;16.964;17680.9;1
1770724680000;RIVER;2.601266;16.965;17.06;16.945;16.947;9051;-1
1770724740000;RIVER;2.5548325;16.948;17.027;16.901;16.991;6705.3;-1
1770724800000;RIVER;3.4172297;16.977;17.039;16.874;16.888;8142.7;1
1770724860000;RIVER;3.7597387;17.021;17.362;17.018;17.217;39762.2;1
1770724920000;RIVER;3.9572315;17.254;17.28;17.187;17.28;7286.3;1
1770724980000;RIVER;3.9414737;17.32;17.359;17.223;17.272;15879.3;-1
1770725040000;RIVER;3.8881931;17.247;17.4;17.247;17.31;8750.6;-1
1770725100000;RIVER;3.6090586;17.268;17.323;17.197;17.212;5604.2;-1
1770725160000;RIVER;3.3295116;17.133;17.187;16.978;17.058;22709.1;-1
1770725220000;RIVER;3.3042865;17.111;17.215;17.08;17.081;6419.9;-1
1770725280000;RIVER;3.3163815;17.049;17.136;17.047;17.053;4196;1
1770725340000;RIVER;3.3430073;17.169;17.216;17.098;17.122;4455.6;1
1770725400000;RIVER;3.1168158;17.105;17.173;17.073;17.092;6200.8;-1
1770725460000;RIVER;3.3079946;17.155;17.327;17.127;17.288;7207;1
1770725520000;RIVER;3.235234;17.293;17.33;17.124;17.204;10434.9;-1
1770725580000;RIVER;3.0058868;17.105;17.166;17.062;17.119;6203.7;-1
1770725640000;RIVER;2.9850373;17.119;17.195;17.069;17.108;3230;-1
1770725700000;RIVER;1.909592;17.085;17.151;16.75;16.866;32809.3;-1
1770725760000;RIVER;1.4974376;16.841;16.864;16.643;16.676;24378.7;-1
1770725820000;RIVER;1.486322;16.745;16.868;16.661;16.814;11920.6;-1
1770725880000;RIVER;1.3381091;16.81;16.873;16.565;16.614;13808.7;-1
1770725940000;RIVER;1.247803;16.629;16.775;16.565;16.746;9322.2;-1
1770726000000;RIVER;1.7588832;16.696;16.877;16.696;16.845;15042.8;1
1770726060000;RIVER;2.0627184;16.831;16.984;16.806;16.972;6851.4;1
1770726120000;RIVER;2.7074249;16.979;17.558;16.953;17.49;40089.8;1
1770726180000;RIVER;2.6814075;17.372;17.374;17.142;17.147;9244.5;-1
1770726240000;RIVER;2.4554136;17.058;17.227;17.015;17.197;7344.6;-1
1770726300000;RIVER;2.7361045;17.177;17.208;17.061;17.206;8353.1;1
1770726360000;RIVER;2.7807999;17.215;17.227;17.156;17.177;2786.8;1
1770726420000;RIVER;2.7878644;17.2;17.297;17.168;17.192;5675.9;1
1770726480000;RIVER;2.6906996;17.179;17.24;17.156;17.156;3071.7;-1
1770726540000;RIVER;2.6914668;17.172;17.25;17.141;17.229;2467.7;1
1770726600000;RIVER;2.4630861;17.167;17.259;17.072;17.169;4579.3;-1
1770726660000;RIVER;2.3399234;17.083;17.165;17.029;17.07;7107.1;-1
1770726720000;RIVER;2.3826234;17.058;17.188;17.058;17.112;3498;1
1770726780000;RIVER;2.5548375;17.131;17.3;17.076;17.167;8775.4;1
1770726840000;RIVER;2.721436;17.266;17.388;17.161;17.285;13220.6;1
1770726900000;RIVER;2.5263228;17.29;17.356;17.167;17.21;7768.9;-1
1770726960000;RIVER;2.4575734;17.173;17.284;17.173;17.24;4464.7;-1
1770727020000;RIVER;2.3746977;17.235;17.247;17.104;17.147;3906.2;-1
1770727080000;RIVER;2.2631245;17.153;17.205;17.11;17.132;3740.3;-1
1770727140000;RIVER;2.1673846;17.101;17.168;17.039;17.053;4966.4;-1
1770727200000;RIVER;1.8031728;17.095;17.11;17.02;17.082;4345.8;-1
1770727260000;RIVER;1.6732546;17.161;17.168;16.957;16.98;9201.7;-1
1770727320000;RIVER;1.6301924;16.988;17.129;16.985;17.08;4237.3;-1
1770727380000;RIVER;1.4443092;17.07;17.097;16.948;16.963;5463.6;-1
1770727440000;RIVER;1.3584187;16.905;16.948;16.882;16.935;5241.2;-1
1770727500000;RIVER;1.5246254;16.945;17.002;16.901;16.925;3028.7;1
1770727560000;RIVER;1.4708925;16.952;16.96;16.871;16.925;5335.8;-1
1770727620000;RIVER;1.4587578;16.927;17;16.913;16.956;2240.4;-1
1770727680000;RIVER;1.6601193;16.892;17.104;16.889;17.071;14291.7;1
1770727740000;RIVER;1.888085;17.137;17.165;17.052;17.16;5359.8;1
1770727800000;RIVER;2.1896408;17.132;17.167;17.062;17.153;4498.1;1
1770727860000;RIVER;2.2460961;17.17;17.264;17.137;17.232;4693.1;1
